"PopDensity","Under18","MeanMaxTemp","MeanMaxRelHum","MeanMinRelHum","MeanMeanAbsHum","Lat","Lat2","looic","p_loo"
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3233.67326572893,24.6392914591508
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3165.73426509057,48.096054866387
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3169.86192713516,44.5599155691665
TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3166.60813818114,43.2913516302731
FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3167.18934765261,40.7888297728647
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,3170.05596619261,43.757195026331
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,3173.70428100127,40.073492063287
TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,3171.8097932211,39.0226687768224
FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,3170.93166285661,35.8691343186333
TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3158.63671507258,43.1818271628606
FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3165.00299593572,40.560966649004
TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3161.33390592446,39.1514194971526
FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3162.41631986391,36.3933100317067
TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3161.42556834938,39.3053389228606
FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3167.67823097152,36.255022450173
TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3164.40405020688,35.2330120738807
FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3165.76149884059,32.4865640354544
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3161.93505232206,43.4580103265207
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3166.16765495812,39.7148259552196
TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3163.51675818505,39.1162773533439
FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3163.97203796282,36.4577215201869
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3172.28436129827,38.8061866847612
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3178.60852989413,35.6934459383252
TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3174.39754122289,35.2038824203219
FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3174.22884562922,31.8135794466147
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3155.34829687438,39.2667479662635
FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3161.51732395415,35.6408991215643
TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3158.37943067302,35.2255900366584
FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3158.91855624674,31.8963946722387
TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3166.85622533058,35.4024948392903
FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3173.77767210547,32.350468160395
TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3168.6519275836,31.4126592774874
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3169.64051060455,28.316065267161
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,3159.63040549201,43.375112275271
FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,3164.26885659387,40.2777299881813
TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,3162.09557831562,39.4430578175504
FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,3163.11820749456,37.0809286374838
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3173.21120060391,39.770157716908
FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3177.671890554,36.5667401789772
TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3175.97637300054,35.9425721700288
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3175.14980342204,32.4753699295023
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3154.82522209491,39.4513918054395
FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3161.51860850143,36.5468790261822
TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3156.80680288568,34.8991043973104
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3159.16548036643,32.7330399257914
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3170.87744198539,35.7090791647495
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3178.09522164129,33.0500016081092
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3173.76402578159,31.3835653721289
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3174.68790696413,28.5490229946354
TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3154.37103369823,39.2098425604684
FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3161.550272389,35.8701356944625
TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3156.56098597547,35.3698248640913
FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3157.6606813245,32.0571763177621
TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3169.87490121005,35.1982092275824
FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3177.74186022137,32.2472175450783
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3171.50175780817,31.1319434557478
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3173.71672435217,28.7862942322897
TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3153.19647603869,35.1474725194712
FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3160.73089024698,32.0011759177994
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3159.85073643724,31.2878627226491
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3162.25123841237,28.5085100555103
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3166.73497188675,31.4398280045485
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3173.96577820849,28.1056857432414
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3172.13905042061,27.6599906499477
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3174.25028174465,24.9628387720658
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3159.66134894856,43.7661282872612
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3163.43869786045,40.2984122118966
TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3160.3288573964,39.0951343396292
FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3161.37934643716,36.7270152621623
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3173.46017130536,39.278537846865
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3177.39802859905,35.7689595189962
TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3175.6620805009,35.0503500139106
FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3175.35989923815,32.1449696857388
TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3154.85135511385,39.8593271104998
FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3161.78430128724,36.588052516098
TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3157.03986251707,35.4647121940254
FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3159.50151093566,32.9407645898288
TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3170.24931345582,35.8529903183772
FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3176.43993469029,32.0021178790594
TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3173.57818204832,31.6224913405898
FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3174.78443307326,28.3332762668025
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3154.41815996944,38.8888912947565
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3160.1706146191,35.6465965044123
TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3156.15737743072,34.4826140284023
FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3157.3677686838,32.1676004944598
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3170.97463758647,35.1444380306207
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3177.89934103995,32.4206742468339
TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3172.06619975726,30.571294933839
FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3172.88890320736,27.8296294043391
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3160.10316430752,35.0458934433713
FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3166.21645491914,31.7370043623465
TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3175.76730518259,30.5436400192083
FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3176.48072329358,28.2520152755142
TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3173.11433671357,31.4176370432251
FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3179.39506264902,28.0192339559679
TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3187.75567123521,27.2493652588236
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3187.6115790162,24.6123348113474
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3199.58567873408,39.9527495694809
FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3209.04736221585,36.7841493530756
TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3204.11832790704,35.7399722665589
FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3206.26995852556,32.3532047918854
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3212.37499702159,35.606639103458
FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3222.15046284425,32.6718252522109
TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3217.27850532799,31.6228650546626
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3219.95552860214,28.3963390393307
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,3205.26113166408,35.088219777673
FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,3212.90826637081,31.996602722303
TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,3209.90562273348,31.2063521422921
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,3211.2606295624,28.2045769403346
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3220.39117885635,30.9616854444586
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3228.3012717828,27.9112413769254
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3225.28822156867,27.0779404642449
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3227.00704752878,24.2443759816164
TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3202.98777225818,35.2889648447974
FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3210.14240775731,31.5024486967086
TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3209.87931196324,30.916361783615
FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3209.98434521345,27.3922969842442
TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3217.95359213177,31.148639462916
FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3226.27309323947,28.0148048140035
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3225.4500586921,27.0777048814155
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3225.76915735402,23.974276330991
TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3202.03137706262,30.8746810896735
FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3209.2049648399,27.5035267171724
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3212.75192130809,26.6996599270888
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3214.34060211288,23.9078441664058
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3215.25427543739,27.0673759535698
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3223.11358686997,23.8368077089529
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3225.40880778239,23.2117615826983
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
